15.0,2.0,1.0,0.0,1.1
20.0,4.0,0.0,1.0,1.1
28.0,1.0,0.0,0.0,1.1
8.0,3.0,1.0,0.0,1.1
16.0,1.0,0.0,0.0,1.1
21.0,2.0,2.0,1.0,1.1
15.0,3.0,1.0,0.0,1.1
16.0,0.0,1.0,0.0,1.1
19.0,1.0,1.0,0.0,1.1
20.0,0.0,4.0,0.0,1.1
15.0,1.0,0.0,0.0,1.1
18.0,3.0,0.0,0.0,1.1
19.0,2.0,0.0,0.0,1.1
13.0,1.0,0.0,0.0,1.1
15.0,3.0,1.0,0.0,1.1
14.0,2.0,1.0,0.0,1.1
17.0,4.0,0.0,0.0,1.1
16.0,3.0,2.0,0.0,1.1
23.0,0.0,0.0,1.0,1.1
24.0,1.0,2.0,0.0,1.1
19.0,3.0,1.0,0.0,1.1
15.0,5.0,0.0,0.0,1.1
13.0,2.0,3.0,0.0,1.1
33.0,3.0,0.0,0.0,1.1
24.0,5.0,0.0,2.0,1.1
13.0,7.0,0.0,0.0,1.1
18.0,1.0,3.0,0.0,1.1
10.0,2.0,5.0,0.0,1.1
17.0,0.0,1.0,0.0,1.1
15.0,2.0,0.0,0.0,1.1
20.0,3.0,0.0,0.0,1.1
16.0,0.0,2.0,1.0,1.1
18.0,1.0,0.0,0.0,1.1
28.0,0.0,3.0,0.0,1.1
19.0,2.0,0.0,0.0,1.1
16.0,5.0,2.0,0.0,1.1
22.0,0.0,6.0,0.0,1.1
21.0,6.0,2.0,2.0,1.1
16.0,1.0,0.0,0.0,1.1
21.0,2.0,3.0,0.0,1.1
18.0,1.0,1.0,2.0,1.1
15.0,3.0,0.0,0.0,1.1
23.0,6.0,0.0,0.0,1.1
11.0,5.0,0.0,0.0,1.1
18.0,1.0,1.0,0.0,1.1
14.0,5.0,0.0,0.0,1.1
17.0,4.0,0.0,0.0,1.1
15.0,1.0,0.0,0.0,1.1
15.0,0.0,1.0,2.0,1.1
16.0,0.0,1.0,0.0,1.1
16.0,0.0,0.0,1.0,1.1
19.0,1.0,0.0,1.0,1.1
18.0,2.0,0.0,0.0,1.1
27.0,0.0,1.0,0.0,1.1
22.0,3.0,0.0,0.0,1.1
11.0,8.0,0.0,0.0,1.1
16.0,2.0,2.0,0.0,1.1
19.0,1.0,0.0,0.0,1.1
21.0,0.0,2.0,1.0,1.1
18.0,2.0,0.0,0.0,1.1
16.0,5.0,1.0,0.0,1.1
18.0,6.0,0.0,2.0,1.1
22.0,1.0,0.0,0.0,1.1
22.0,1.0,1.0,0.0,1.1
17.0,0.0,1.0,0.0,1.1
15.0,2.0,0.0,0.0,1.1
17.0,0.0,1.0,1.0,1.1
9.0,4.0,1.0,1.0,1.1
18.0,0.0,0.0,1.0,1.1
23.0,1.0,0.0,0.0,1.1
18.0,3.0,0.0,0.0,1.1
15.0,1.0,1.0,1.0,1.1
13.0,1.0,0.0,0.0,1.1
23.0,2.0,2.0,0.0,1.1
13.0,1.0,0.0,1.0,1.1
20.0,0.0,1.0,0.0,1.1
26.0,0.0,1.0,0.0,1.1
20.0,2.0,3.0,0.0,1.1
18.0,4.0,1.0,1.0,1.1
15.0,6.0,3.0,1.0,1.1
11.0,9.0,0.0,1.0,1.1
23.0,1.0,0.0,2.0,1.1
13.0,3.0,1.0,3.0,1.1
15.0,4.0,0.0,1.0,1.1
15.0,1.0,2.0,1.0,1.1
23.0,1.0,1.0,0.0,1.1
18.0,5.0,0.0,0.0,1.1
16.0,3.0,1.0,0.0,1.1
10.0,2.0,1.0,0.0,1.1
18.0,5.0,0.0,2.0,1.1
25.0,1.0,1.0,0.0,1.1
17.0,2.0,0.0,0.0,1.1
20.0,4.0,0.0,2.0,1.1
19.0,4.0,0.0,0.0,1.1
22.0,1.0,1.0,0.0,1.1
22.0,2.0,1.0,0.0,1.1
21.0,0.0,1.0,0.0,1.1
16.0,4.0,0.0,0.0,1.1
20.0,1.0,0.0,0.0,1.1
20.0,0.0,1.0,0.0,1.1
25.0,0.0,2.0,0.0,1.1
17.0,3.0,0.0,0.0,1.1
30.0,1.0,2.0,0.0,1.1
18.0,1.0,0.0,0.0,1.1
15.0,2.0,0.0,0.0,1.1
21.0,3.0,0.0,0.0,1.1
16.0,2.0,1.0,1.0,1.1
22.0,6.0,0.0,0.0,1.1
31.0,3.0,0.0,0.0,1.1
26.0,4.0,0.0,0.0,1.1
16.0,4.0,0.0,1.0,1.1
15.0,4.0,0.0,0.0,1.1
9.0,1.0,0.0,0.0,1.1
16.0,1.0,1.0,0.0,1.1
17.0,2.0,0.0,0.0,1.1
26.0,4.0,0.0,0.0,1.1
14.0,0.0,1.0,0.0,1.1
18.0,1.0,2.0,0.0,1.1
19.0,1.0,3.0,2.0,1.1
17.0,3.0,1.0,0.0,1.1
21.0,3.0,0.0,3.0,1.1
19.0,5.0,0.0,0.0,1.1
25.0,2.0,0.0,3.0,1.1
17.0,1.0,0.0,0.0,1.1
15.0,1.0,0.0,0.0,1.1
18.0,2.0,0.0,0.0,1.1
17.0,1.0,0.0,0.0,1.1
25.0,1.0,0.0,0.0,1.1
28.0,3.0,0.0,0.0,1.1
18.0,0.0,2.0,1.0,1.1
12.0,7.0,0.0,0.0,1.1
6.0,5.0,0.0,2.0,1.1
16.0,5.0,1.0,0.0,1.1
17.0,7.0,1.0,0.0,1.1
16.0,2.0,1.0,0.0,1.1
19.0,3.0,1.0,0.0,1.1
21.0,1.0,0.0,0.0,1.1
12.0,0.0,1.0,0.0,1.1
23.0,5.0,0.0,0.0,1.1
27.0,2.0,0.0,0.0,1.1
16.0,1.0,1.0,2.0,1.1
23.0,1.0,3.0,1.0,1.1
13.0,1.0,0.0,0.0,1.1
13.0,3.0,0.0,0.0,1.1
14.0,2.0,1.0,0.0,1.1
14.0,3.0,0.0,1.0,1.1
17.0,2.0,4.0,1.0,1.1
11.0,6.0,3.0,0.0,1.1
21.0,1.0,0.0,0.0,1.1
17.0,3.0,0.0,0.0,1.1
16.0,2.0,1.0,0.0,1.1
19.0,2.0,1.0,0.0,1.1
15.0,3.0,0.0,1.0,1.1
10.0,3.0,0.0,0.0,1.1
9.0,7.0,0.0,0.0,1.1
23.0,0.0,0.0,1.0,1.1
23.0,3.0,0.0,1.0,1.1
18.0,0.0,2.0,0.0,1.1
20.0,1.0,1.0,0.0,1.1
15.0,3.0,0.0,1.0,1.1
13.0,1.0,1.0,0.0,1.1
23.0,3.0,1.0,1.0,1.1
20.0,3.0,1.0,0.0,1.1
21.0,0.0,0.0,2.0,1.1
14.0,2.0,0.0,0.0,1.1
18.0,1.0,1.0,0.0,1.1
14.0,1.0,0.0,0.0,1.1
27.0,0.0,1.0,0.0,1.1
