sample size,8
realizations,1000
r0-,1.0
r0+,10.0
r0_d,0.1
mu,0.0551
seed,271828182845904523



R0,log10 R0,MLE r,MLE log10 r,MLE s^,MLE s,MLE_EM r,MLE_EM log10 r,MLE_EM s^,MLE_EM s,MOM r,MOM log10 r,MOM s^,MOM s
1.1000000000000087,0.04139268515822452,1.1761005069014554,0.06779192553940933,0.002389971685591891,0.04710946887911706,1.1761539994980468,0.06780939376809335,0.05166444334783968,0.047130066869223386,1.1875721000000026,0.07202327217531111,0.05517803804681564,0.04682461735105662
1.210000000000017,0.08278537031644904,1.2555289325546235,0.09598952377840288,0.004158547292596846,0.049423808888466564,1.2558236483990695,0.09607991713043267,0.08197539669916042,0.049523981131865395,1.2625855000000012,0.09801787845467684,0.08474195277001101,0.052817523723764054
1.3309999999999869,0.1241780554746734,1.3100310129971275,0.11470194347163563,0.005970829451855325,0.04762702242642182,1.3107127482346668,0.11490892431968171,0.10407876426709482,0.047803178711974544,1.3206478999999984,0.11776218927515018,0.10818077907719242,0.05164194152363019
1.4640999999999813,0.1655707406328981,1.334708794137356,0.1230837159943653,0.0065562028115607775,0.045208438995367764,1.3352737818890537,0.12325618558857486,0.1141119779802809,0.045322087090135084,1.3471017999999961,0.12670300926932682,0.1189408730785468,0.04902337003428593
1.6105099999999808,0.20696342579112317,1.3507071045650356,0.1284975824508616,0.006962208004550069,0.04292276934576234,1.3511547011288862,0.12863503373331445,0.12063747755244948,0.04299258761153171,1.3647149999999952,0.1326635559321111,0.12609367638170882,0.04617129470420694
1.7715610000000164,0.2483561109493468,1.3618568702055047,0.13221711327253247,0.007469543723531797,0.04144714626809452,1.362429171545755,0.13239198500791485,0.12536015053178226,0.04153270621445843,1.3764112999999916,0.13651307565182605,0.13100406703725725,0.04489479660423789
1.9487171000000216,0.2897487961075741,1.3813232562823563,0.13880663595291537,0.008287050622950752,0.03665117053393806,1.3821492921423926,0.139057715259453,0.13348154682614358,0.0367605380699568,1.398021899999992,0.14379818823967339,0.13982188874395,0.039447733487962884
2.1435888099999856,0.3311414812657962,1.383490277851304,0.13948807154365492,0.008170821395196601,0.03669178686153196,1.384349291111887,0.13974901556475816,0.1344704358343628,0.03680251844261039,1.4001910999999914,0.14446047120220507,0.14080884317877143,0.03963372443986794
2.3579476909999735,0.3725341664240306,1.3923280414607864,0.14246277706498728,0.008823851233715502,0.03405435384765044,1.3931266595662064,0.1427056537936016,0.13810490846941711,0.03414060309171998,1.41001409999999,0.14777188601486266,0.144816943954541,0.036366056371666344
2.593742460100026,0.41392685158224635,1.3989815763656737,0.14465627996849517,0.008603404238859285,0.032432988856874324,1.3997359336778599,0.1448859086026408,0.14091088980940897,0.03250057248041474,1.4168747999999896,0.15000709101340665,0.14773091304281147,0.034812486810153864
2.8531167061100526,0.45531953674048564,1.3999954408311002,0.1450379693892765,0.008640465219677824,0.03144553930208104,1.4007889818251287,0.1452794180071992,0.1412871358898199,0.03151725788964589,1.4184147999999879,0.15058658860562166,0.1482701631838621,0.033310275797749186
3.1384283767210595,0.4967122218986936,1.4054908836805333,0.1468520746033029,0.008870502672663089,0.029807365923183875,1.406087390235856,0.14703425724374306,0.14352575009707322,0.029843827447911205,1.4239708999999878,0.15240786675258342,0.1506136193202861,0.03161760305756668
3.452271214393049,0.538104907056932,1.4034602450476608,0.14619432591710582,0.008823162621170659,0.030237715250354257,1.4042547120317364,0.14643601659492128,0.142737186048102,0.030303777114897578,1.4220480999999878,0.15178697647521014,0.1497887389391275,0.03208164654668759
3.79749833583231,0.5794975922151482,1.408563093182768,0.14787197289120693,0.008853418474391096,0.028708721971361106,1.409171349203873,0.1480579134650602,0.14482545040117886,0.028738019165353217,1.427240099999987,0.15348407656669724,0.15198575242728654,0.030453239504389117
4.177248169415645,0.6208902773733702,1.4155866753458433,0.15018283208889624,0.009596605070577854,0.02626437397323662,1.4161770532624454,0.15036313409852012,0.1478104948602101,0.026282676789808234,1.4346089999999854,0.15588485230587412,0.15511557107765128,0.027942352773970103
4.594972986357259,0.6622829625315924,1.4104233872382634,0.14851226357416722,0.00945087947565295,0.027612048253449047,1.4111585191458085,0.14873591953372492,0.1456348864071347,0.027660271892584545,1.4295346999999874,0.15427053758470338,0.15290292618409415,0.02906238065113329
5.054470284992932,0.7036756476898147,1.4144759274393566,0.14985862546420184,0.009168703235103935,0.02592652257571485,1.4154197234674828,0.15014510861761612,0.14743946719384238,0.025988057812751264,1.4340743999999865,0.15576067425039947,0.15481468319632993,0.027245829531711934
5.559917313492337,0.7450683328480612,1.4144977014288318,0.14984310483543345,0.009550582811116346,0.02634044018939294,1.41540473905423,0.15011852014433516,0.14746581692062355,0.026397275023117187,1.4338125999999867,0.15563649619492487,0.15476090768789877,0.028039041312819847
6.115909044841541,0.7864610180062862,1.4224552263481045,0.15248087264618207,0.009584454267743153,0.022607291612429786,1.423343073738728,0.15275077899915085,0.15081699587253247,0.02263458005805185,1.4423496999999854,0.1584511987856839,0.15833768310366492,0.023877113050816787
6.727499949325644,0.8278537031644927,1.4159249569428232,0.15031311375587794,0.009461138291388699,0.025772502021744255,1.4164169663627675,0.15046417029698758,0.14787800521130726,0.02577380038955961,1.4350148999999877,0.1560504230465072,0.15523875349991134,0.027191293489757424
7.400249944258328,0.8692463883227224,1.4229692742584026,0.15265110993227665,0.009390577769154251,0.02234403054894279,1.4239985065891918,0.15296348678539856,0.15110067943890165,0.02238332110795344,1.4430019999999852,0.15865816221147502,0.1586229395795882,0.023685820319078545
8.140274938684128,0.9106390734809713,1.4195484749180154,0.15152919913175236,0.009156711441918926,0.023851178774004916,1.4209486218376488,0.15195312480072187,0.14981173950424756,0.023938274293802464,1.4397327999999858,0.15758195239736128,0.15725080647258768,0.025385804348754648
8.954302432552298,0.9520317586391533,1.4215188859648706,0.15219089119614032,0.009697632182095725,0.022680791506420217,1.4229299048022912,0.15261783663274606,0.15063644047657393,0.02276590002883094,1.4419514999999847,0.15832702073020924,0.15816035140878873,0.023947366216392128
9.849732675807754,0.9934244437973871,1.4233900589387045,0.15281715004347773,0.009501366586665791,0.021540093983699972,1.4248398288753183,0.15325595999148928,0.1514354405040375,0.021616362796130772,1.444060199999985,0.15903069637789902,0.1590313784777718,0.022570719314119636
